강우사상번호,연도,월,일,시간,유입량_Qt,유입량_Qt_1_P,유입량_Qt_2_P,유입량_Qt_3_P,유입량_Qt_4_P,유입량_Qt_5_P,유역평균강수량_1h,강수량_지점1_1h,강수량_지점2_1h,강수량_지점3_1h,강수량_지점4_1h,수위_지점1_1h,수위_지점2_1h,유역평균강수량_2h,강수량_지점1_2h,강수량_지점2_2h,강수량_지점3_2h,강수량_지점4_2h,수위_지점1_2h,수위_지점2_2h,유역평균강수량_3h,강수량_지점1_3h,강수량_지점2_3h,강수량_지점3_3h,강수량_지점4_3h,수위_지점1_3h,수위_지점2_3h,유역평균강수량_4h,강수량_지점1_4h,강수량_지점2_4h,강수량_지점3_4h,강수량_지점4_4h,수위_지점1_4h,수위_지점2_4h,유역평균강수량_5h,강수량_지점1_5h,강수량_지점2_5h,강수량_지점3_5h,강수량_지점4_5h,수위_지점1_5h,수위_지점2_5h,유역평균강수량_6h,강수량_지점1_6h,강수량_지점2_6h,강수량_지점3_6h,강수량_지점4_6h,수위_지점1_6h,수위_지점2_6h
41,2011,7,7,11,480.2647315,489.5117724,496.3739507,500.2182237,502.1135953,503.5545804,0.0744,0,0,0,0,3.06,134.73125,0.0744,0,0,0,0,3.06,134.4666667,0.0744,0,0,0,0,3.06,134.3333333,0.0744,0,0,0,0,3.06,135.4071429,0.0744,0,0,0,0,3.06,135.204,0.0744,0,0,0,0,3.06,135
41,2011,7,7,12,469.6913817,480.2647315,489.5117724,496.3739507,500.2182237,502.1135953,0.0744,0,0,0,0,3.04,134.6,0.0744,0,0,0,0,3.04,134.3333333,0.0744,0,0,0,0,3.04,134.2,0.0744,0,0,0,0,3.04,135.275,0.0744,0,0,0,0,3.04,135.072,0.0744,0,0,0,0,3.04,134.865
41,2011,7,7,13,458.850277,469.6913817,480.2647315,489.5117724,496.3739507,500.2182237,0.0744,0,0,0,0,3.03,134.46875,0.0744,0,0,0,0,3.03,134.2,0.0744,0,0,0,0,3.03,134.0833333,0.308,0,0,1,0,3.03,135.1464286,0.308,0,0,1,0,3.03,134.944,0.308,0,0,1,0,3.03,134.735
41,2011,7,7,14,448.7810888,458.850277,469.6913817,480.2647315,489.5117724,496.3739507,0.0744,0,1,0,0,3.02,134.34375,0.308,0,1,0,0,3.02,134.0833333,0.308,0,1,0,0,3.02,133.9666667,2.466,0,1,5,1,3.02,135.0178571,2.466,0,1,5,1,3.02,134.816,2.466,0,1,5,1,3.02,134.61
41,2011,7,7,15,440.4479589,448.7810888,458.850277,469.6913817,480.2647315,489.5117724,0.308,0,2,0,0,3,134.225,2.466,0,2,0,0,3,133.9666667,2.466,0,2,1,0,3,133.85,4.0197,1,2,7,3,3,134.8928571,4.0197,1,2,7,3,3,134.692,4.0197,1,2,7,3,3,134.485
41,2011,7,7,16,434.7961463,440.4479589,448.7810888,458.850277,469.6913817,480.2647315,2.466,0,2,0,0,2.99,134.10625,4.0197,1,2,1,0,2.99,133.85,4.0197,1,2,5,1,2.99,133.75,4.1922,1,2,7,3,2.99,134.7714286,4.1922,1,2,7,3,2.99,134.572,4.1922,1,2,7,3,2.99,134.365
41,2011,7,7,17,433.0592958,434.7961463,440.4479589,448.7810888,458.850277,469.6913817,4.0197,0,2,1,1,2.98,133.99375,4.1922,1,2,5,1,2.98,133.75,4.1922,1,2,7,3,2.98,133.65,4.4379,1,2,7,3,2.98,134.65,4.4379,1,2,7,3,2.98,134.456,4.4379,1,2,7,3,2.98,134.25
41,2011,7,7,18,437.6245947,433.0592958,434.7961463,440.4479589,448.7810888,458.850277,4.1922,1,2,5,3,2.96,133.8875,4.4379,1,2,7,3,2.96,133.65,4.4379,1,2,7,3,2.96,133.55,5.1059,2,2,7,4,2.96,134.5321429,5.1059,2,2,7,4,2.96,134.34,5.1059,2,2,7,4,2.96,134.135
41,2011,7,7,19,451.1676155,437.6245947,433.0592958,434.7961463,440.4479589,448.7810888,4.4379,1,3,7,3,2.95,133.78125,5.1059,2,3,7,3,2.95,133.55,5.1059,2,3,7,3,2.95,133.4583333,7.0807,24,3,7,4,2.95,134.4142857,7.0807,24,3,7,4,2.95,134.224,7.0807,24,3,7,4,2.95,134.025
41,2011,7,7,20,475.5818647,451.1676155,437.6245947,433.0592958,434.7961463,440.4479589,5.1059,1,3,7,3,2.94,133.675,7.0807,24,3,7,3,2.94,133.4583333,7.0807,24,3,7,4,2.94,133.375,13.618,39,3,7,5,2.94,134.3035714,13.618,39,3,7,5,2.94,134.116,13.618,39,3,7,5,2.94,133.915
41,2011,7,7,21,509.6325826,475.5818647,451.1676155,437.6245947,433.0592958,434.7961463,7.0807,2,8,7,4,2.92,133.58125,13.618,39,8,7,4,2.92,133.375,13.618,39,8,7,4,2.92,133.3,19.9401,44,8,17,20,2.92,134.1964286,19.9401,44,8,17,20,2.92,134.012,19.9401,44,8,17,20,2.92,133.81
41,2011,7,7,22,551.3029429,509.6325826,475.5818647,451.1676155,437.6245947,433.0592958,13.618,24,17,7,4,2.91,133.49375,19.9401,44,17,7,4,2.91,133.3,19.9401,44,17,7,5,2.91,133.2333333,23.8896,47,17,25,23,2.91,134.0892857,23.8896,47,17,25,23,2.91,133.908,23.8896,47,17,25,23,2.91,133.715
41,2011,7,7,23,599.5059315,551.3029429,509.6325826,475.5818647,451.1676155,437.6245947,19.9401,39,17,7,5,2.92,133.40625,23.8896,47,17,7,5,2.92,133.2333333,23.8896,47,17,17,20,2.92,133.175,28.0144,58,17,25,24,2.92,133.9892857,28.0144,58,17,25,24,2.92,133.812,28.0144,58,17,25,24,2.92,133.62
41,2011,7,7,24,656.8737816,599.5059315,551.3029429,509.6325826,475.5818647,451.1676155,23.8896,44,28,7,20,2.96,133.33125,28.0144,58,28,17,20,2.96,133.175,28.0144,58,28,25,23,2.96,133.125,38.2962,58,28,33,47,2.96,133.8928571,38.2962,58,28,33,47,2.96,133.72,38.2962,58,28,33,47,2.96,133.53
41,2011,7,8,1,726.9685383,656.8737816,599.5059315,551.3029429,509.6325826,475.5818647,28.0144,47,37,17,23,3.03,133.2625,38.2962,58,37,25,23,3.03,133.125,38.2962,58,37,25,24,3.03,133.0666667,41.1734,65,37,34,49,3.03,133.7964286,41.1734,65,37,34,49,3.03,133.628,41.1734,65,37,34,49,3.03,133.45
41,2011,7,8,2,812.7140475,726.9685383,656.8737816,599.5059315,551.3029429,509.6325826,38.2962,58,37,25,24,3.13,133.19375,41.1734,65,37,25,24,3.13,133.0666667,41.1734,65,37,33,47,3.13,133.0166667,47.3378,72,37,36,56,3.13,133.7071429,47.3378,72,37,36,56,3.13,133.544,47.3378,72,37,36,56,3.13,133.37
41,2011,7,8,3,914.4813574,812.7140475,726.9685383,656.8737816,599.5059315,551.3029429,41.1734,58,48,25,47,3.25,133.1375,47.3378,72,48,33,47,3.25,133.0166667,47.3378,72,48,34,49,3.25,132.975,53.9736,76,48,41,65,3.25,133.6214286,53.9736,76,48,41,65,3.25,133.464,53.9736,76,48,41,65,3.25,133.295
41,2011,7,8,4,1032.003317,914.4813574,812.7140475,726.9685383,656.8737816,599.5059315,47.3378,65,52,33,49,3.41,133.0875,53.9736,76,52,34,49,3.41,132.975,53.9736,76,52,36,56,3.41,132.9333333,59.6086,84,52,41,67,3.41,133.5392857,59.6086,84,52,41,67,3.41,133.388,59.6086,84,52,41,67,3.41,133.23
41,2011,7,8,5,1164.855358,1032.003317,914.4813574,812.7140475,726.9685383,656.8737816,53.9736,72,59,34,56,3.84,133.04375,59.6086,84,59,36,56,3.84,132.9333333,59.6086,84,59,41,65,3.84,132.9,69.5862,89,59,49,81,3.84,133.4642857,69.5862,89,59,49,81,3.84,133.32,69.5862,89,59,49,81,3.84,133.17
41,2011,7,8,6,1311.983244,1164.855358,1032.003317,914.4813574,812.7140475,726.9685383,59.6086,76,72,36,65,4.1,133,69.5862,89,72,41,65,4.1,132.9,69.5862,89,72,41,67,4.1,132.875,75.3921,91,72,64,91,4.1,133.3928571,75.3921,91,72,64,91,4.1,133.256,75.3921,91,72,64,91,4.1,133.115
41,2011,7,8,7,1472.17532,1311.983244,1164.855358,1032.003317,914.4813574,812.7140475,69.5862,84,89,41,67,4.49,132.9625,75.3921,91,89,41,67,4.49,132.875,75.3921,91,89,49,81,4.49,132.8583333,78.2493,91,89,64,92,4.49,133.325,78.2493,91,89,64,92,4.49,133.196,78.2493,91,89,64,92,4.49,133.07
41,2011,7,8,8,1644.219932,1472.17532,1311.983244,1164.855358,1032.003317,914.4813574,75.3921,89,91,41,81,4.98,132.93125,78.2493,91,91,49,81,4.98,132.8583333,78.2493,91,91,64,91,4.98,132.8416667,78.9228,91,91,64,92,4.98,133.2642857,78.9228,91,91,64,92,4.98,133.144,78.9228,91,91,64,92,4.98,133.03
41,2011,7,8,9,1826.632997,1644.219932,1472.17532,1311.983244,1164.855358,1032.003317,78.2493,91,91,49,91,5.52,132.9,78.9228,91,91,64,91,5.52,132.8416667,78.9228,91,91,64,92,5.52,132.825,78.9228,91,91,64,92,5.52,133.2071429,78.9228,91,91,64,92,5.52,133.096,78.9228,91,91,64,92,5.52,132.995
41,2011,7,8,10,2016.840709,1826.632997,1644.219932,1472.17532,1311.983244,1164.855358,78.9228,91,91,64,92,6,132.875,78.9228,91,91,64,92,6,132.825,78.9228,91,91,64,92,6,132.825,78.9399,91,91,64,92,6,133.1571429,78.9399,91,91,64,92,6,133.056,78.9399,91,91,64,92,6,132.96
41,2011,7,8,11,2211.996833,2016.840709,1826.632997,1644.219932,1472.17532,1311.983244,78.9228,91,91,64,92,6.32,132.8625,78.9399,91,91,64,92,6.32,132.825,78.9399,91,91,64,92,6.32,132.825,78.9816,91,91,64,92,6.32,133.1142857,78.9816,91,91,64,92,6.32,133.024,78.9816,91,91,64,92,6.32,132.935
41,2011,7,8,12,2408.022127,2211.996833,2016.840709,1826.632997,1644.219932,1472.17532,78.9399,91,91,64,92,6.6,132.85625,78.9816,91,91,64,92,6.6,132.825,78.9816,91,91,64,92,6.6,132.8333333,79.0358,91,91,64,92,6.6,133.0785714,79.0358,91,91,64,92,6.6,133,79.0358,91,91,64,92,6.6,132.915
41,2011,7,8,13,2595.905317,2408.022127,2211.996833,2016.840709,1826.632997,1644.219932,78.9816,91,91,64,92,6.89,132.85625,79.0358,91,91,64,92,6.89,132.8333333,79.0358,91,91,64,92,6.89,132.85,79.86,92,91,68,93,6.89,133.0464286,79.86,92,91,68,93,6.89,132.98,79.86,92,91,68,93,6.89,132.9
41,2011,7,8,14,2765.402124,2595.905317,2408.022127,2211.996833,2016.840709,1826.632997,79.0358,91,93,64,92,7.1,132.85625,79.86,92,93,64,92,7.1,132.85,79.86,92,93,64,92,7.1,132.875,80.9776,92,93,70,94,7.1,133.025,80.9776,92,93,70,94,7.1,132.964,80.9776,92,93,70,94,7.1,132.89
41,2011,7,8,15,2907.239396,2765.402124,2595.905317,2408.022127,2211.996833,2016.840709,79.86,91,94,64,92,7.24,132.86875,80.9776,92,94,64,92,7.24,132.875,80.9776,92,94,68,93,7.24,132.9083333,82.7292,93,94,70,95,7.24,133.0107143,82.7292,93,94,70,95,7.24,132.956,82.7292,93,94,70,95,7.24,132.89
41,2011,7,8,16,3016.028493,2907.239396,2765.402124,2595.905317,2408.022127,2211.996833,80.9776,92,94,64,93,7.26,132.8875,82.7292,93,94,68,93,7.26,132.9083333,82.7292,93,94,70,94,7.26,132.95,83.5826,95,94,72,96,7.26,133.0035714,83.5826,95,94,72,96,7.26,132.956,83.5826,95,94,72,96,7.26,132.9
41,2011,7,8,17,3087.351902,3016.028493,2907.239396,2765.402124,2595.905317,2408.022127,82.7292,92,94,68,94,7.17,132.9125,83.5826,95,94,70,94,7.17,132.95,83.5826,95,94,70,95,7.17,133,84.2104,95,94,73,97,7.17,133,84.2104,95,94,73,97,7.17,132.96,84.2104,95,94,73,97,7.17,132.915
41,2011,7,8,18,3118.58409,3087.351902,3016.028493,2907.239396,2765.402124,2595.905317,83.5826,93,94,70,95,7.08,132.95,84.2104,95,94,70,95,7.08,133,84.2104,95,94,72,96,7.08,133.0583333,84.3706,95,94,73,97,7.08,133.0035714,84.3706,95,94,73,97,7.08,132.972,84.3706,95,94,73,97,7.08,132.935
41,2011,7,8,19,3114.26743,3118.58409,3087.351902,3016.028493,2907.239396,2765.402124,84.2104,95,94,70,96,6.93,132.99375,84.3706,95,94,72,96,6.93,133.0583333,84.3706,95,94,73,97,6.93,133.125,84.4661,95,94,73,98,6.93,133.0142857,84.4661,95,94,73,98,6.93,132.992,84.4661,95,94,73,98,6.93,132.965
41,2011,7,8,20,3080.736273,3114.26743,3118.58409,3087.351902,3016.028493,2907.239396,84.3706,95,94,72,97,6.79,133.04375,84.4661,95,94,73,97,6.79,133.125,84.4661,95,94,73,97,6.79,133.2,84.495,95,94,73,98,6.79,133.0285714,84.495,95,94,73,98,6.79,133.02,84.495,95,94,73,98,6.79,133
41,2011,7,8,21,3025.371408,3080.736273,3114.26743,3118.58409,3087.351902,3016.028493,84.4661,95,94,73,97,6.68,133.1,84.495,95,94,73,97,6.68,133.2,84.495,95,94,73,98,6.68,133.275,84.7914,95,94,73,98,6.68,133.0464286,84.7914,95,94,73,98,6.68,133.048,84.7914,95,94,73,98,6.68,133.04
41,2011,7,8,22,2959.739375,3025.371408,3080.736273,3114.26743,3118.58409,3087.351902,84.495,95,94,73,98,6.48,133.15625,84.7914,95,94,73,98,6.48,133.275,84.7914,95,94,73,98,6.48,133.35,85.3223,96,94,73,98,6.48,133.0714286,85.3223,96,94,73,98,6.48,133.08,85.3223,96,94,73,98,6.48,133.085
41,2011,7,8,23,2896.453153,2959.739375,3025.371408,3080.736273,3114.26743,3118.58409,84.7914,95,94,73,98,6.31,133.21875,85.3223,96,94,73,98,6.31,133.35,85.3223,96,94,73,98,6.31,133.4333333,86.5761,104,94,73,98,6.31,133.1035714,86.5761,104,94,73,98,6.31,133.12,86.5761,104,94,73,98,6.31,133.135
41,2011,7,8,24,2847.106556,2896.453153,2959.739375,3025.371408,3080.736273,3114.26743,85.3223,95,94,73,98,6.16,133.2875,86.5761,104,94,73,98,6.16,133.4333333,86.5761,104,94,73,98,6.16,133.5166667,87.2227,105,94,73,99,6.16,133.1392857,87.2227,105,94,73,99,6.16,133.164,87.2227,105,94,73,99,6.16,133.19
41,2011,7,9,1,2819.216753,2847.106556,2896.453153,2959.739375,3025.371408,3080.736273,86.5761,96,94,73,98,6.02,133.3625,87.2227,105,94,73,98,6.02,133.5166667,87.2227,105,94,73,98,6.02,133.6,90.6197,111,94,74,100,6.02,133.175,90.6197,111,94,74,100,6.02,133.208,90.6197,111,94,74,100,6.02,133.25
41,2011,7,9,2,2819.281745,2819.216753,2847.106556,2896.453153,2959.739375,3025.371408,87.2227,104,94,73,98,5.88,133.4375,90.6197,111,94,73,98,5.88,133.6,90.6197,111,94,73,99,5.88,133.6833333,96.8443,119,94,77,103,5.88,133.2178571,96.8443,119,94,77,103,5.88,133.26,96.8443,119,94,76,103,5.88,133.31
41,2011,7,9,3,2853.799537,2819.281745,2819.216753,2847.106556,2896.453153,2959.739375,90.6197,105,96,73,99,5.78,133.5125,96.8443,119,96,73,99,5.78,133.6833333,96.8443,119,96,74,100,5.78,133.7666667,101.2264,125,96,83,106,5.78,133.2642857,101.2264,125,96,83,106,5.78,133.316,101.2264,125,96,78,106,5.78,133.375
41,2011,7,9,4,2927.180289,2853.799537,2819.281745,2819.216753,2847.106556,2896.453153,96.8443,111,96,73,100,5.67,133.59375,101.2264,125,96,74,100,5.67,133.7666667,101.2264,125,96,77,103,5.67,133.8416667,105.0809,140,96,84,108,5.67,133.3107143,105.0809,140,96,84,108,5.67,133.372,105.0809,140,96,77,108,5.67,133.445
41,2011,7,9,5,3035.482782,2927.180289,2853.799537,2819.281745,2819.216753,2847.106556,101.2264,119,96,74,103,5.6,133.66875,105.0809,140,96,77,103,5.6,133.8416667,105.0809,140,96,82,106,5.6,133.9166667,108.6779,143,96,84,108,5.6,133.3642857,108.6779,143,96,84,108,5.6,133.432,108.6779,143,96,77,108,5.6,133.515
41,2011,7,9,6,3172.677954,3035.482782,2927.180289,2853.799537,2819.281745,2819.216753,105.0809,125,96,77,106,5.53,133.75,108.6779,143,96,82,106,5.53,133.9166667,108.6779,143,96,79,108,5.53,133.9916667,115.8283,148,96,88,113,5.53,133.4214286,115.8283,148,96,88,113,5.53,133.496,115.8283,148,96,81,113,5.53,133.59
41,2011,7,9,7,3332.445407,3172.677954,3035.482782,2927.180289,2853.799537,2819.281745,108.6779,140,100,83,108,5.52,133.83125,115.8283,148,100,79,108,5.52,133.9916667,115.8283,148,100,77,108,5.52,134.0666667,120.8046,152,100,96,121,5.52,133.4821429,120.8046,152,100,96,121,5.52,133.564,120.8046,152,100,89,120,5.52,133.665
41,2011,7,9,8,3507.299412,3332.445407,3172.677954,3035.482782,2927.180289,2853.799537,115.8283,143,113,83,108,5.84,133.9125,120.8046,152,113,77,108,5.84,134.0666667,120.8046,152,113,81,113,5.84,134.1416667,131.328,161,113,116,125,5.84,133.5464286,131.328,161,113,116,125,5.84,133.636,131.328,161,113,109,122,5.84,133.745
41,2011,7,9,9,3689.462906,3507.299412,3332.445407,3172.677954,3035.482782,2927.180289,120.8046,148,120,79,113,6.45,133.99375,131.328,161,120,81,113,6.45,134.1416667,131.328,161,120,89,121,6.45,134.2333333,139.8641,171,120,128,137,6.45,133.6178571,139.8641,171,120,128,137,6.45,133.716,139.8641,171,120,121,135,6.45,133.825
41,2011,7,9,10,3871.885487,3689.462906,3507.299412,3332.445407,3172.677954,3035.482782,131.328,152,128,81,121,7.01,134.08125,139.8641,171,128,89,121,7.01,134.2333333,139.8641,171,128,109,124,7.01,134.325,143.7483,171,128,128,136,7.01,133.6928571,143.7483,171,128,128,136,7.01,133.8,143.691,171,128,111,136,7.01,133.915
41,2011,7,9,11,4050.42341,3871.885487,3689.462906,3507.299412,3332.445407,3172.677954,139.8641,161,130,89,124,7.45,134.16875,143.7483,171,130,109,124,7.45,134.325,143.7483,171,130,121,135,7.45,134.4166667,144.512,171,130,128,136,7.45,133.7714286,144.512,171,130,128,136,7.45,133.884,144.4376,171,130,103,135,7.45,134.005
41,2011,7,9,12,4221.659593,4050.42341,3871.885487,3689.462906,3507.299412,3332.445407,143.7483,171,130,109,135,7.88,134.25625,144.512,171,130,121,135,7.88,134.4166667,144.512,171,130,121,136,7.88,134.5166667,144.6157,171,130,128,136,7.88,133.8571429,144.6157,171,130,128,136,7.88,133.976,144.5413,171,130,103,135,7.88,134.095
41,2011,7,9,13,4381.315109,4221.659593,4050.42341,3871.885487,3689.462906,3507.299412,144.512,171,130,121,136,8.2,134.35,144.6157,171,130,121,136,8.2,134.5166667,144.6157,171,130,111,136,8.2,134.625,144.6157,171,130,128,135,8.2,133.9464286,144.6157,171,130,128,135,8.2,134.068,144.5413,171,130,95,134,8.2,134.19
41,2011,7,9,14,4521.663661,4381.315109,4221.659593,4050.42341,3871.885487,3689.462906,144.6157,171,130,121,136,8.38,134.45,144.6157,171,130,111,136,8.38,134.625,144.6157,171,129,103,135,8.38,134.7416667,144.6157,171,129,128,135,8.38,134.0392857,144.6157,171,129,128,135,8.38,134.168,144.5413,171,130,94,119,8.38,134.285
41,2011,7,9,15,4634.117104,4521.663661,4381.315109,4221.659593,4050.42341,3871.885487,144.6157,171,130,121,135,8.51,134.55625,144.6157,171,130,103,135,8.51,134.7416667,144.6157,171,128,103,135,8.51,134.8666667,144.6334,171,128,128,134,8.51,134.1392857,144.6334,171,128,128,134,8.51,134.272,144.3254,171,129,92,116,8.51,134.385
41,2011,7,9,16,4711.181563,4634.117104,4521.663661,4381.315109,4221.659593,4050.42341,144.6157,171,130,111,135,8.59,134.66875,144.6334,171,130,103,135,8.59,134.8666667,144.6334,171,128,95,134,8.59,135,144.6334,171,128,128,119,8.59,134.2392857,144.5761,171,128,128,119,8.59,134.376,142.1674,171,128,87,115,8.59,134.49
41,2011,7,9,17,4749.740219,4711.181563,4634.117104,4521.663661,4381.315109,4221.659593,144.6334,171,130,103,134,8.63,134.78125,144.6334,171,130,95,134,8.63,135,144.6334,171,128,94,119,8.63,135.1416667,144.6334,171,128,127,116,8.63,134.3464286,144.559,171,128,127,116,8.63,134.484,140.6137,171,128,87,92,8.63,134.595
41,2011,7,9,18,4747.770521,4749.740219,4711.181563,4634.117104,4521.663661,4381.315109,144.6334,171,130,103,119,8.55,134.90625,144.6334,171,130,94,119,8.55,135.1416667,144.6334,171,128,92,116,8.55,135.2916667,144.5761,171,128,123,115,8.55,134.4571429,144.559,171,128,123,115,8.55,134.596,140.4412,171,128,79,90,8.55,134.71
41,2011,7,9,19,4704.381269,4747.770521,4749.740219,4711.181563,4634.117104,4521.663661,144.6334,171,130,95,116,8.46,135.0375,144.5761,171,130,92,116,8.46,135.2916667,144.5761,171,127,87,115,8.46,135.4416667,144.559,171,127,121,92,8.46,134.5678571,144.559,171,127,121,92,8.46,134.708,140.1955,171,128,64,83,8.46,134.83
41,2011,7,9,20,4623.206671,4704.381269,4747.770521,4749.740219,4711.181563,4634.117104,144.5761,171,130,94,115,8.3,135.16875,144.559,171,130,87,115,8.3,135.4416667,144.559,171,127,87,92,8.3,135.6,144.559,171,127,121,90,8.3,134.6821429,144.559,171,127,121,90,8.3,134.824,139.5275,171,127,64,74,8.3,134.95
41,2011,7,9,21,4509.012291,4623.206671,4704.381269,4747.770521,4749.740219,4711.181563,144.559,171,130,92,92,8.14,135.3125,144.559,171,129,87,92,8.14,135.6,144.559,171,122,79,90,8.14,135.75,144.6099,171,122,121,83,8.14,134.7964286,144.3763,171,122,121,83,8.14,134.94,137.6036,171,127,64,72,8.14,135.075
41,2011,7,9,22,4366.563689,4509.012291,4623.206671,4704.381269,4747.770521,4749.740219,144.559,171,129,87,90,7.93,135.45625,144.6099,171,128,79,90,7.93,135.75,144.6099,171,113,64,83,7.93,135.9,144.6317,171,113,121,74,7.93,134.9107143,142.2401,171,113,121,74,7.93,135.06,131.0881,171,122,64,58,7.93,135.205
41,2011,7,9,23,4201.122091,4366.563689,4509.012291,4623.206671,4704.381269,4747.770521,144.6099,171,128,87,83,7.73,135.6,144.6317,171,128,64,83,7.73,135.9,144.6317,171,113,64,74,7.73,136.0583333,144.3981,171,113,121,72,7.73,135.0285714,140.6864,171,113,121,72,7.73,135.184,124.766,171,113,64,48,7.73,135.335
41,2011,7,9,24,4019.931379,4201.122091,4366.563689,4509.012291,4623.206671,4704.381269,144.6317,171,128,79,74,7.51,135.75,144.3981,171,128,64,74,7.51,136.0583333,144.3981,171,102,64,72,7.51,136.2083333,142.2401,171,102,121,58,7.51,135.1464286,140.5139,171,102,121,58,7.51,135.308,120.8165,171,113,64,47,7.51,135.47
41,2011,7,10,1,3830.731099,4019.931379,4201.122091,4366.563689,4509.012291,4623.206671,144.3981,171,128,64,72,7.29,135.9,142.2401,171,128,64,72,7.29,136.2083333,142.2401,171,93,64,58,7.29,136.3583333,140.6864,171,93,111,48,7.29,135.2678571,140.2682,171,93,111,48,7.29,135.432,116.6917,171,102,64,47,7.29,135.61
41,2011,7,10,2,3640.396081,3830.731099,4019.931379,4201.122091,4366.563689,4509.012291,142.2401,171,128,64,58,7.07,136.04375,140.6864,171,127,64,58,7.07,136.3583333,140.6864,171,93,64,48,7.07,136.4916667,140.5139,171,93,103,47,7.07,135.3857143,139.6002,171,93,103,47,7.07,135.556,106.4099,171,93,60,47,7.07,135.75
41,2011,7,10,3,3452.342289,3640.396081,3830.731099,4019.931379,4201.122091,4366.563689,140.6864,170,127,64,48,6.86,136.18125,140.5139,170,127,64,48,6.86,136.4916667,140.5139,170,82,64,47,6.86,136.6166667,140.3342,170,82,103,47,6.86,135.5035714,137.6914,170,82,103,47,6.86,135.68,103.5987,170,93,58,47,6.86,135.885
41,2011,7,10,4,3269.120968,3452.342289,3640.396081,3830.731099,4019.931379,4201.122091,140.5139,170,127,64,47,6.7,136.31875,140.3342,170,122,64,47,6.7,136.6166667,140.3342,170,78,64,47,6.7,136.7416667,140.9038,170,78,100,47,6.7,135.6214286,132.3917,170,78,100,47,6.7,135.804,98.6719,170,82,63,47,6.7,136.02
41,2011,7,10,5,3093.247156,3269.120968,3452.342289,3640.396081,3830.731099,4019.931379,140.3342,170,123,64,47,6.53,136.45,140.9038,170,114,64,47,6.53,136.7416667,140.9038,170,72,60,47,6.53,136.8583333,140.9291,170,72,99,54,6.53,135.7428571,128.0697,170,72,99,54,6.53,135.932,94.0362,170,79,61,54,6.53,136.155
41,2011,7,10,6,2927.09105,3093.247156,3269.120968,3452.342289,3640.396081,3830.731099,140.9038,169,117,64,47,6.37,136.58125,140.9291,169,117,60,47,6.37,136.8583333,140.9291,169,62,63,47,6.37,136.9583333,136.2255,169,62,97,54,6.37,135.8607143,125.9539,169,62,97,54,6.37,136.056,90.2349,169,75,60,53,6.37,136.285
41,2011,7,10,7,2772.986636,2927.09105,3093.247156,3269.120968,3452.342289,3640.396081,140.9291,147,119,64,47,6.25,136.7,136.2255,147,108,63,47,6.25,136.9583333,136.2255,147,47,63,54,6.25,137.0583333,131.0152,149,47,92,54,6.25,135.9785714,122.9409,149,47,92,54,6.25,136.18,81.3691,149,64,60,52,6.25,136.41
41,2011,7,10,8,2633.074204,2772.986636,2927.09105,3093.247156,3269.120968,3452.342289,136.2255,132,109,65,54,6.14,136.8125,131.0152,134,100,63,54,6.14,137.0583333,131.0152,134,46,61,54,6.14,137.1416667,127.2575,136,46,92,53,6.14,136.0964286,112.8509,136,46,92,53,6.14,136.3,75.755,136,48,60,51,6.14,136.535
41,2011,7,10,9,2508.719264,2633.074204,2772.986636,2927.09105,3093.247156,3269.120968,131.0152,127,100,63,54,6.05,136.91875,127.2575,131,100,61,54,6.05,137.1416667,127.2575,131,46,60,53,6.05,137.225,123.4652,131,46,84,52,6.05,136.2142857,110.3062,131,46,84,52,6.05,136.42,73.2303,131,46,60,50,6.05,136.65
41,2011,7,10,10,2401.093626,2508.719264,2633.074204,2772.986636,2927.09105,3093.247156,127.2575,126,100,63,53,5.92,137.01875,123.4652,128,89,60,53,5.92,137.225,123.4652,128,46,60,52,5.92,137.3,113.525,128,46,69,51,5.92,136.3285714,104.4834,128,46,69,51,5.92,136.532,72.8984,128,46,60,49,5.92,136.765
41,2011,7,10,11,2311.003551,2401.093626,2508.719264,2633.074204,2772.986636,2927.09105,123.4652,117,89,61,52,5.81,137.10625,113.525,117,85,60,52,5.81,137.3,113.525,117,46,60,51,5.81,137.3583333,111.1649,117,46,70,50,5.81,136.4392857,98.3647,117,46,70,50,5.81,136.64,73.4155,117,46,61,49,5.81,136.87
41,2011,7,10,12,2237.79309,2311.003551,2401.093626,2508.719264,2633.074204,2772.986636,113.525,117,85,60,51,5.72,137.1875,111.1649,117,78,60,51,5.72,137.3583333,111.1649,117,46,60,50,5.72,137.4083333,105.4747,117,46,72,50,5.72,136.5464286,93.2039,117,46,72,50,5.72,136.744,73.8726,117,46,63,49,5.72,136.965
41,2011,7,10,13,2180.440741,2237.79309,2311.003551,2401.093626,2508.719264,2633.074204,111.1649,110,79,60,50,5.63,137.25625,105.4747,110,66,60,50,5.63,137.4083333,105.4747,110,47,61,49,5.63,137.45,99.1352,110,47,72,50,5.63,136.6464286,83.5226,110,47,72,50,5.63,136.84,74.1272,110,47,63,49,5.63,137.055
41,2011,7,10,14,2138.185208,2180.440741,2237.79309,2311.003551,2401.093626,2508.719264,105.4747,103,66,60,49,5.53,137.31875,99.1352,103,49,61,49,5.53,137.45,99.1352,103,45,63,50,5.53,137.4916667,93.9195,103,45,72,49,5.53,136.7428571,78.136,103,45,72,49,5.53,136.932,74.4923,103,47,62,49,5.53,137.135
